invoice_id,invoice_date,new_charges,overdue_charges,due_date,usage_charges,local_call,local_data,payment_method
9490327681,1/2/2020,$171.62,$249.40,15/2/2020,$163.96,$148.16,$432.55,e-wallet
2585954343,1/3/2020,$371.16,$404.73,15/3/2020,$33.79,$312.94,$130.99,e-wallet
9737617579,1/4/2020,$61.23,,15/4/2020,$253.17,$404.55,$237.65,credit card
5606776040,1/5/2020,$360.63,$258.70,15/5/2020,$820.40,$321.69,$73.40,cheque
6102514091,1/6/2020,$348.09,,15/6/2020,$319.39,$62.47,$37.90,e-wallet
7397935408,1/7/2020,$450.90,,15/7/2020,$978.07,$84.95,$333.06,e-wallet
0723091758,1/8/2020,$99.87,$350.03,15/8/2020,$176.77,$152.51,$319.77,credit card
8318394521,1/9/2020,$335.94,,15/9/2020,$101.28,$279.52,$297.52,e-wallet
3760135569,1/10/2020,$137.99,,15/10/2020,$813.29,$148.30,$173.72,credit card
5736531289,1/11/2020,$109.03,,15/11/2020,$377.99,$277.09,$191.54,e-wallet
2416269346,1/12/2020,$210.96,,15/12/2020,$576.34,$400.48,$81.05,e-wallet
6321529683,1/1/2020,$335.47,,15/1/2020,$679.01,$354.34,$353.87,cheque
8281856301,1/2/2020,$109.92,,15/2/2020,$816.03,$434.31,$287.31,e-wallet
1850280895,1/3/2020,$294.32,$35.25,15/3/2020,$979.38,$269.19,$94.71,cheque
5854709811,1/4/2020,$375.62,$432.28,15/4/2020,$170.33,$332.63,$251.39,cheque
9804603860,1/5/2020,$126.66,,15/5/2020,$807.43,$392.30,$435.85,cheque
6469038825,1/6/2020,$483.30,,15/6/2020,$839.43,$122.04,$268.46,cheque
3822555307,1/7/2020,$272.30,$67.91,15/7/2020,$870.84,$389.21,$391.55,e-wallet
2225043100,1/8/2020,$88.03,$238.30,15/8/2020,$280.65,$351.32,$497.12,e-wallet
2470936557,1/9/2020,$331.78,,15/9/2020,$462.61,$117.10,$116.19,e-wallet
7745702991,1/10/2020,$194.49,$107.13,15/10/2020,$449.78,$121.17,$270.37,e-wallet
4282626300,1/11/2020,$16.35,$105.85,15/11/2020,$742.41,$411.23,$245.94,cheque
2309189960,1/12/2020,$253.87,,15/12/2020,$580.16,$424.75,$136.44,cheque
8199727147,1/1/2020,$441.91,,15/1/2020,$144.29,$220.97,$388.54,e-wallet
6742507046,1/2/2020,$423.90,,15/2/2020,$423.94,$224.61,$395.31,credit card
8870792272,1/3/2020,$77.38,,15/3/2020,$863.53,$177.47,$336.79,credit card
9398372873,1/4/2020,$24.90,$236.79,15/4/2020,$908.18,$53.35,$33.71,credit card
3615156960,1/5/2020,$238.92,,15/5/2020,$293.13,$78.45,$109.26,e-wallet
7401644528,1/6/2020,$315.92,,15/6/2020,$384.66,$188.76,$108.24,credit card
5178869150,1/7/2020,$447.02,$442.60,15/7/2020,$971.75,$460.30,$137.32,credit card
0598407341,1/8/2020,$223.12,$68.62,15/8/2020,$620.73,$106.59,$153.98,cheque
1360584395,1/9/2020,$97.42,$169.24,15/9/2020,$748.01,$455.50,$405.77,credit card
2285424064,1/10/2020,$29.87,,15/10/2020,$713.91,$82.25,$226.49,e-wallet
1867833088,1/11/2020,$461.58,,15/11/2020,$243.27,$419.20,$211.63,credit card
4615572571,1/12/2020,$481.69,,15/12/2020,$742.35,$243.96,$265.54,credit card
7024059960,1/1/2020,$421.80,,15/1/2020,$884.91,$303.45,$14.74,credit card
3791370557,1/2/2020,$286.87,,15/2/2020,$360.82,$228.20,$45.24,credit card
1984602002,1/3/2020,$40.62,,15/3/2020,$420.60,$225.47,$375.01,e-wallet
0911302776,1/4/2020,$444.78,,15/4/2020,$734.89,$23.86,$334.83,e-wallet
6380342430,1/5/2020,$155.78,,15/5/2020,$582.10,$361.65,$432.26,e-wallet
7259361811,1/6/2020,$136.48,$149.67,15/6/2020,$869.19,$301.60,$70.79,cheque
2685160413,1/7/2020,$412.53,,15/7/2020,$345.60,$344.27,$198.70,credit card
1576624176,1/8/2020,$389.54,$146.18,15/8/2020,$401.72,$465.17,$309.55,e-wallet
3301535368,1/9/2020,$21.54,$417.08,15/9/2020,$592.33,$346.61,$148.89,credit card
4637231863,1/10/2020,$346.08,,15/10/2020,$99.55,$362.26,$457.39,cheque
6873638140,1/11/2020,$270.60,,15/11/2020,$447.82,$220.35,$390.07,cheque
2889633184,1/12/2020,$373.19,,15/12/2020,$131.45,$99.85,$209.77,cheque
4358437183,1/1/2020,$493.99,,15/1/2020,$445.82,$22.16,$161.75,e-wallet
4217133630,1/2/2020,$448.87,$229.32,15/2/2020,$499.03,$246.40,$129.70,cheque
1630325906,1/3/2020,$312.81,$452.84,15/3/2020,$329.87,$368.52,$405.30,credit card
4448236426,1/4/2020,$380.40,,15/4/2020,$16.60,$77.00,$312.04,cheque
9513699956,1/5/2020,$15.14,$283.45,15/5/2020,$446.33,$474.18,$401.27,cheque
0618907502,1/6/2020,$307.39,,15/6/2020,$54.96,$288.91,$290.61,e-wallet
9518374137,1/7/2020,$29.85,,15/7/2020,$767.72,$165.08,$258.65,credit card
2765632623,1/8/2020,$378.06,,15/8/2020,$920.00,$208.02,$224.73,credit card
0752202507,1/9/2020,$337.18,$51.89,15/9/2020,$53.58,$427.77,$380.34,e-wallet
9747058542,1/10/2020,$343.89,$353.08,15/10/2020,$565.80,$4.86,$168.48,e-wallet
3368774817,1/11/2020,$491.91,$402.13,15/11/2020,$935.31,$27.55,$171.16,e-wallet
6671624013,1/12/2020,$383.38,,15/12/2020,$942.76,$483.17,$415.14,credit card
8161304437,1/1/2020,$26.61,,15/1/2020,$86.14,$233.92,$324.71,cheque
1122032583,1/2/2020,$345.05,,15/2/2020,$625.70,$77.68,$289.96,e-wallet
4201562995,1/3/2020,$208.18,$261.83,15/3/2020,$852.54,$217.38,$46.02,credit card
0535213310,1/4/2020,$395.14,,15/4/2020,$662.86,$322.76,$153.18,e-wallet
6765095995,1/5/2020,$448.35,,15/5/2020,$491.39,$160.61,$132.79,e-wallet
4359083925,1/6/2020,$109.19,$457.37,15/6/2020,$994.95,$61.92,$354.53,cheque
3034280300,1/7/2020,$22.76,,15/7/2020,$492.10,$205.95,$199.63,credit card
8479784634,1/8/2020,$88.21,,15/8/2020,$865.61,$65.37,$395.10,e-wallet
0102366860,1/9/2020,$125.13,,15/9/2020,$763.86,$464.76,$496.36,credit card
6392910367,1/10/2020,$410.19,$152.45,15/10/2020,$644.22,$101.51,$90.57,e-wallet
9864026935,1/11/2020,$176.83,$325.69,15/11/2020,$216.88,$187.99,$479.73,e-wallet
6439245076,1/12/2020,$261.37,$295.93,15/12/2020,$351.86,$335.77,$252.56,cheque
7015250666,1/1/2020,$279.38,$124.92,15/1/2020,$917.29,$324.55,$332.06,e-wallet
2472095213,1/2/2020,$411.14,,15/2/2020,$569.22,$317.08,$243.54,credit card
4533195694,1/3/2020,$255.70,,15/3/2020,$514.06,$396.50,$325.17,e-wallet
7683376809,1/4/2020,$357.86,$453.91,15/4/2020,$774.06,$384.34,$256.09,e-wallet
4225099847,1/5/2020,$462.48,,15/5/2020,$38.39,$35.24,$279.62,credit card
6115500947,1/6/2020,$396.30,,15/6/2020,$252.95,$128.35,$193.41,e-wallet
2343541252,1/7/2020,$358.54,$227.54,15/7/2020,$944.60,$273.21,$19.81,e-wallet
5807542979,1/8/2020,$72.93,$322.13,15/8/2020,$413.58,$302.13,$104.46,credit card
2546426641,1/9/2020,$446.07,$375.77,15/9/2020,$223.96,$316.80,$483.39,credit card
9576640460,1/10/2020,$293.35,,15/10/2020,$101.19,$362.41,$156.61,credit card
5838874434,1/11/2020,$123.54,,15/11/2020,$250.20,$362.80,$489.77,cheque
7438273699,1/12/2020,$151.87,,15/12/2020,$171.50,$382.02,$278.53,cheque
2152060437,1/1/2020,$391.79,,15/1/2020,$12.40,$114.87,$238.50,cheque
9255509153,1/2/2020,$370.01,,15/2/2020,$961.61,$192.49,$390.66,credit card
7506607216,1/3/2020,$307.64,$356.23,15/3/2020,$206.85,$462.53,$20.98,cheque
4405758564,1/4/2020,$69.10,$236.73,15/4/2020,$715.84,$34.87,$322.28,e-wallet
9552437312,1/5/2020,$77.41,,15/5/2020,$417.16,$80.54,$72.94,credit card
5857918336,1/6/2020,$359.70,$100.49,15/6/2020,$381.12,$420.84,$175.70,e-wallet
4197130705,1/7/2020,$25.61,,15/7/2020,$751.68,$362.70,$139.77,e-wallet
3715380866,1/8/2020,$242.77,,15/8/2020,$884.91,$199.12,$64.57,credit card
1667568712,1/9/2020,$395.19,$148.38,15/9/2020,$735.43,$211.68,$78.42,credit card
2799405321,1/10/2020,$158.56,,15/10/2020,$32.36,$167.06,$336.68,e-wallet
6839408323,1/11/2020,$210.58,$98.60,15/11/2020,$139.58,$26.12,$151.12,cheque
4584113483,1/12/2020,$296.77,$414.29,15/12/2020,$710.47,$49.95,$438.32,e-wallet
6906463952,1/1/2020,$384.55,,15/1/2020,$968.82,$386.88,$425.79,cheque
6232337151,1/2/2020,$440.48,,15/2/2020,$374.19,$469.53,$3.61,e-wallet
1004137064,1/3/2020,$404.68,,15/3/2020,$177.66,$68.90,$470.24,e-wallet
9897385754,1/4/2020,$285.10,,15/4/2020,$411.90,$488.85,$289.86,cheque
3241850156,1/5/2020,$432.51,,15/5/2020,$169.82,$301.50,$26.67,e-wallet
5463110700,1/6/2020,$96.76,$444.83,15/6/2020,$463.42,$385.86,$27.31,credit card
6550753707,1/7/2020,$349.97,,15/7/2020,$86.50,$85.22,$296.99,e-wallet
4330704304,1/8/2020,$384.82,,15/8/2020,$164.08,$392.48,$329.75,e-wallet
1252828458,1/9/2020,$490.37,,15/9/2020,$283.66,$230.32,$433.33,credit card
5564612482,1/10/2020,$77.26,,15/10/2020,$799.59,$405.85,$464.05,credit card
7486846865,1/11/2020,$46.40,$485.35,15/11/2020,$56.31,$269.91,$295.29,credit card
7834766018,1/12/2020,$206.64,$39.74,15/12/2020,$347.23,$439.87,$2.40,e-wallet
1963992023,1/1/2020,$196.20,,15/1/2020,$687.06,$63.36,$265.91,e-wallet
2597477151,1/2/2020,$448.09,$195.04,15/2/2020,$411.81,$320.26,$137.86,cheque
1398499898,1/3/2020,$190.49,$264.40,15/3/2020,$185.62,$293.82,$10.64,credit card
1267772749,1/4/2020,$46.20,,15/4/2020,$220.03,$74.53,$219.90,e-wallet
0140499423,1/5/2020,$360.48,,15/5/2020,$299.53,$310.19,$16.06,credit card
4001036078,1/6/2020,$376.18,$192.94,15/6/2020,$713.49,$176.01,$52.13,e-wallet
5905185197,1/7/2020,$61.42,,15/7/2020,$21.12,$339.24,$465.06,cheque
7656464418,1/8/2020,$323.75,$345.89,15/8/2020,$919.95,$234.74,$362.09,cheque
3445299752,1/9/2020,$424.50,,15/9/2020,$397.05,$265.09,$335.69,credit card
3770427150,1/10/2020,$20.46,,15/10/2020,$766.95,$318.69,$239.97,cheque
9601569735,1/11/2020,$352.20,,15/11/2020,$343.26,$44.05,$408.39,e-wallet
2370313115,1/12/2020,$185.09,,15/12/2020,$370.05,$143.73,$290.15,credit card
0403088291,1/1/2020,$69.41,$330.93,15/1/2020,$759.24,$446.35,$224.23,credit card
1815082874,1/2/2020,$340.41,,15/2/2020,$752.59,$270.30,$441.50,cheque
6165345969,1/3/2020,$405.66,$199.27,15/3/2020,$244.27,$413.52,$450.35,credit card
3095721585,1/4/2020,$295.08,,15/4/2020,$511.85,$122.50,$81.30,cheque
9914326927,1/5/2020,$308.56,,15/5/2020,$248.57,$222.42,$330.71,e-wallet
3177069363,1/6/2020,$302.09,,15/6/2020,$176.13,$94.75,$362.97,cheque
0243650104,1/7/2020,$64.22,$31.97,15/7/2020,$376.03,$118.51,$176.26,credit card
7579416899,1/8/2020,$120.10,,15/8/2020,$764.00,$314.62,$460.92,credit card
2679719015,1/9/2020,$377.62,$419.64,15/9/2020,$266.08,$264.45,$216.15,credit card
3587023257,1/10/2020,$253.96,$444.55,15/10/2020,$878.90,$454.93,$473.83,cheque
2180170092,1/11/2020,$244.26,,15/11/2020,$6.29,$35.06,$51.58,cheque
4065492573,1/12/2020,$391.71,,15/12/2020,$460.27,$445.57,$479.54,credit card
0502516166,1/1/2020,$401.56,,15/1/2020,$647.22,$151.65,$460.40,e-wallet
3020882760,1/2/2020,$69.52,,15/2/2020,$478.44,$413.30,$357.26,e-wallet
5932364495,1/3/2020,$84.25,,15/3/2020,$155.26,$206.20,$283.02,credit card
2920627198,1/4/2020,$67.84,,15/4/2020,$875.34,$281.46,$405.29,e-wallet
7545790888,1/5/2020,$340.60,,15/5/2020,$812.82,$283.78,$385.81,credit card
0014296934,1/6/2020,$219.41,,15/6/2020,$64.67,$462.59,$217.08,credit card
4033384810,1/7/2020,$434.83,,15/7/2020,$247.73,$197.35,$158.12,e-wallet
4516194422,1/8/2020,$453.86,,15/8/2020,$564.95,$125.37,$116.02,credit card
3456479683,1/9/2020,$51.76,,15/9/2020,$428.32,$223.63,$73.86,cheque
8349281581,1/10/2020,$348.80,,15/10/2020,$33.97,$499.38,$314.71,cheque
2702020246,1/11/2020,$457.19,,15/11/2020,$695.82,$341.40,$368.35,e-wallet
3939136074,1/12/2020,$73.38,,15/12/2020,$870.63,$59.26,$11.66,credit card
7255776420,1/1/2020,$361.51,$339.73,15/1/2020,$761.44,$300.90,$485.53,cheque
4324388513,1/2/2020,$236.28,,15/2/2020,$253.58,$392.56,$50.95,e-wallet
9369073242,1/3/2020,$288.59,$246.01,15/3/2020,$634.26,$6.37,$213.37,credit card
5316955707,1/4/2020,$391.14,$178.50,15/4/2020,$585.33,$205.26,$104.59,credit card
5661947361,1/5/2020,$351.83,$103.79,15/5/2020,$543.60,$223.63,$172.53,cheque
0657688341,1/6/2020,$191.78,,15/6/2020,$619.96,$224.28,$70.69,e-wallet
0103549849,1/7/2020,$38.03,,15/7/2020,$351.57,$454.42,$452.29,cheque
1332321882,1/8/2020,$386.83,$377.24,15/8/2020,$552.58,$80.10,$429.64,cheque
0630707327,1/9/2020,$418.70,$471.42,15/9/2020,$630.54,$160.61,$204.51,e-wallet
0157042611,1/10/2020,$415.14,,15/10/2020,$940.78,$192.45,$131.95,e-wallet
2555228727,1/11/2020,$236.75,$480.65,15/11/2020,$131.46,$170.46,$139.45,e-wallet
9010790086,1/12/2020,$131.24,$56.19,15/12/2020,$299.73,$219.37,$224.20,cheque
7660370309,1/1/2020,$223.37,$10.55,15/1/2020,$498.32,$217.99,$330.47,cheque
4349875887,1/2/2020,$305.42,,15/2/2020,$994.77,$453.86,$243.51,e-wallet
8106072718,1/3/2020,$388.62,,15/3/2020,$611.44,$31.26,$70.34,credit card
6049322142,1/4/2020,$235.39,,15/4/2020,$411.93,$225.29,$290.82,e-wallet
3508142428,1/5/2020,$96.56,,15/5/2020,$564.26,$274.78,$424.79,cheque
6978370510,1/6/2020,$223.49,,15/6/2020,$540.26,$337.69,$330.57,cheque
0206646948,1/7/2020,$457.98,$90.84,15/7/2020,$861.48,$48.88,$157.17,credit card
8875790090,1/8/2020,$200.50,,15/8/2020,$680.83,$67.78,$490.82,cheque
0031529545,1/9/2020,$245.67,$326.48,15/9/2020,$912.83,$468.57,$276.16,credit card
7250322343,1/10/2020,$193.45,$424.15,15/10/2020,$877.39,$119.28,$434.63,e-wallet
4401573597,1/11/2020,$74.85,,15/11/2020,$818.82,$168.49,$337.15,credit card
3634720458,1/12/2020,$106.55,$8.82,15/12/2020,$419.28,$4.12,$245.02,cheque
4698068536,1/1/2020,$170.89,,15/1/2020,$736.72,$278.07,$455.84,e-wallet
7925911205,1/2/2020,$245.73,$361.19,15/2/2020,$616.12,$64.98,$82.69,credit card
1461402150,1/3/2020,$489.06,,15/3/2020,$259.10,$226.44,$57.21,credit card
0076275112,1/4/2020,$478.50,,15/4/2020,$464.30,$150.14,$348.92,credit card
9197214778,1/5/2020,$305.77,$307.95,15/5/2020,$747.60,$168.41,$494.57,e-wallet
4744067147,1/6/2020,$379.46,,15/6/2020,$528.43,$418.74,$444.84,credit card
2509391290,1/7/2020,$43.29,,15/7/2020,$910.22,$63.40,$127.45,e-wallet
0497097578,1/8/2020,$34.84,$88.76,15/8/2020,$673.68,$418.67,$336.60,e-wallet
9982315856,1/9/2020,$102.17,,15/9/2020,$89.83,$274.97,$169.25,cheque
8659168716,1/10/2020,$151.26,,15/10/2020,$699.57,$295.90,$340.86,credit card
3689855130,1/11/2020,$378.86,$318.49,15/11/2020,$550.98,$301.01,$403.48,cheque
5160958353,1/12/2020,$45.29,$72.36,15/12/2020,$683.86,$422.60,$399.18,cheque
7057859803,1/1/2020,$412.67,,15/1/2020,$649.76,$453.84,$180.30,credit card
0721564083,1/2/2020,$148.13,,15/2/2020,$81.34,$279.07,$428.96,cheque
0605925174,1/3/2020,$78.61,$56.32,15/3/2020,$228.84,$270.49,$453.69,cheque
1603498340,1/4/2020,$177.26,$205.60,15/4/2020,$220.28,$258.91,$238.94,cheque
8787975856,1/5/2020,$45.97,$111.98,15/5/2020,$881.14,$235.74,$4.61,credit card
1528722106,1/6/2020,$44.00,,15/6/2020,$778.52,$51.89,$423.81,credit card
9312253762,1/7/2020,$47.06,,15/7/2020,$671.68,$492.24,$315.33,e-wallet
8282635564,1/8/2020,$20.77,,15/8/2020,$865.06,$318.56,$285.28,e-wallet
9155507402,1/9/2020,$200.22,,15/9/2020,$497.73,$29.20,$341.60,cheque
0724631566,1/10/2020,$257.08,$221.68,15/10/2020,$186.29,$282.78,$149.19,e-wallet
0430776800,1/11/2020,$413.60,$241.50,15/11/2020,$94.02,$305.51,$37.96,e-wallet
2484105896,1/12/2020,$198.58,,15/12/2020,$463.95,$271.09,$208.35,cheque
7160509512,1/1/2020,$482.62,,15/1/2020,$522.36,$274.64,$33.40,e-wallet
9361877555,1/2/2020,$231.96,,15/2/2020,$280.27,$390.05,$435.95,credit card
2629446014,1/3/2020,$252.61,,15/3/2020,$701.80,$271.41,$104.46,credit card
6095826845,1/4/2020,$323.17,,15/4/2020,$38.87,$426.50,$273.73,cheque
2400178120,1/5/2020,$306.79,,15/5/2020,$900.52,$36.39,$416.44,e-wallet
2814966201,1/6/2020,$340.59,,15/6/2020,$804.81,$113.95,$392.83,cheque
5271574231,1/7/2020,$335.94,,15/7/2020,$751.35,$468.11,$260.35,cheque
1996358371,1/8/2020,$193.19,$203.77,15/8/2020,$532.22,$61.14,$48.35,credit card
2236707891,1/9/2020,$412.91,$161.55,15/9/2020,$22.19,$375.53,$81.71,credit card
3588540930,1/10/2020,$77.50,,15/10/2020,$280.41,$174.99,$55.45,credit card
6432203010,1/11/2020,$99.34,,15/11/2020,$639.88,$201.14,$72.69,e-wallet
4570858913,1/12/2020,$337.78,,15/12/2020,$70.23,$407.00,$154.92,e-wallet
6531088205,1/1/2020,$342.56,,15/1/2020,$659.04,$132.76,$20.69,cheque
7249949444,1/2/2020,$265.93,$228.72,15/2/2020,$368.60,$469.16,$64.42,cheque
5690931783,1/3/2020,$298.51,$108.67,15/3/2020,$889.57,$51.42,$280.60,credit card
0900729239,1/4/2020,$78.53,$274.48,15/4/2020,$950.82,$340.01,$11.36,cheque
4241820581,1/5/2020,$139.08,,15/5/2020,$472.23,$431.23,$499.83,credit card
6505437975,1/6/2020,$69.50,,15/6/2020,$671.97,$116.58,$186.50,cheque
9907102159,1/7/2020,$37.73,$8.12,15/7/2020,$229.05,$152.34,$352.91,e-wallet
6230715102,1/8/2020,$188.77,,15/8/2020,$657.64,$53.44,$492.46,cheque
6569970188,1/9/2020,$274.47,,15/9/2020,$675.12,$23.35,$487.46,cheque
8734005130,1/10/2020,$52.59,$11.74,15/10/2020,$392.83,$39.37,$394.92,credit card
5595607682,1/11/2020,$107.31,,15/11/2020,$977.60,$310.41,$365.43,credit card
2551681833,1/12/2020,$191.96,$300.28,15/12/2020,$855.73,$319.21,$352.39,cheque
2891494860,1/1/2020,$158.96,,15/1/2020,$411.16,$171.96,$199.90,credit card
7666131989,1/2/2020,$219.43,,15/2/2020,$924.22,$210.76,$407.40,credit card
0350163681,1/3/2020,$27.45,$196.22,15/3/2020,$619.90,$295.22,$426.34,e-wallet
0960258074,1/4/2020,$443.57,,15/4/2020,$1.56,$38.04,$481.18,cheque
9739050952,1/5/2020,$405.35,$419.01,15/5/2020,$981.73,$303.30,$254.53,credit card
9138879155,1/6/2020,$422.50,$393.49,15/6/2020,$196.52,$483.03,$466.01,cheque
1429951500,1/7/2020,$218.21,,15/7/2020,$69.82,$42.08,$58.74,cheque
1476544367,1/8/2020,$58.32,,15/8/2020,$116.41,$202.09,$217.70,credit card
8550439932,1/9/2020,$299.57,,15/9/2020,$222.50,$498.77,$111.78,e-wallet
3745774128,1/10/2020,$65.93,,15/10/2020,$852.55,$302.53,$388.24,cheque
6482673324,1/11/2020,$141.35,,15/11/2020,$512.60,$327.02,$153.29,credit card
5340552399,1/12/2020,$181.52,$46.62,15/12/2020,$858.82,$439.99,$33.28,e-wallet
1839125458,1/1/2020,$372.47,$133.96,15/1/2020,$401.67,$69.84,$230.88,credit card
2290515224,1/2/2020,$452.15,,15/2/2020,$980.55,$116.13,$278.97,e-wallet
7114237576,1/3/2020,$286.39,,15/3/2020,$231.84,$388.81,$329.53,credit card
8661874208,1/4/2020,$62.63,$241.32,15/4/2020,$556.66,$336.41,$315.18,credit card
5510463859,1/5/2020,$244.19,$308.25,15/5/2020,$573.54,$28.01,$120.28,cheque
3382833325,1/6/2020,$117.78,,15/6/2020,$532.77,$114.93,$37.22,e-wallet
7028935979,1/7/2020,$217.25,,15/7/2020,$487.66,$134.38,$71.10,e-wallet
9493724668,1/8/2020,$124.27,$184.86,15/8/2020,$475.50,$7.78,$444.99,cheque
6178944483,1/9/2020,$311.27,$297.71,15/9/2020,$712.81,$252.69,$481.79,cheque
2377661670,1/10/2020,$64.28,,15/10/2020,$929.71,$302.16,$178.03,e-wallet
3338666451,1/11/2020,$73.81,$16.46,15/11/2020,$31.68,$375.71,$468.69,cheque
9297534676,1/12/2020,$330.75,,15/12/2020,$176.86,$12.71,$255.27,cheque
5205156388,1/1/2020,$86.75,,15/1/2020,$589.14,$188.40,$83.49,cheque
3495107526,1/2/2020,$232.20,$158.43,15/2/2020,$946.69,$70.82,$77.31,e-wallet
5567131082,1/3/2020,$27.68,$429.37,15/3/2020,$970.08,$56.80,$103.91,cheque
2062124105,1/4/2020,$397.83,,15/4/2020,$13.35,$114.88,$85.31,cheque
4002099043,1/5/2020,$219.42,$423.37,15/5/2020,$13.18,$67.28,$364.02,e-wallet
1355132686,1/6/2020,$456.84,$459.22,15/6/2020,$481.51,$224.83,$88.32,e-wallet
1776938385,1/7/2020,$242.60,,15/7/2020,$808.34,$101.58,$353.87,credit card
1999905374,1/8/2020,$322.45,$472.27,15/8/2020,$215.37,$455.56,$186.99,credit card
5700190878,1/9/2020,$114.25,,15/9/2020,$727.06,$202.36,$455.90,cheque
1180182400,1/10/2020,$417.06,,15/10/2020,$493.25,$348.45,$223.74,credit card
9372869021,1/11/2020,$74.79,,15/11/2020,$940.60,$473.46,$240.84,credit card
2387553369,1/12/2020,$473.01,$78.70,15/12/2020,$288.62,$60.92,$129.96,cheque
4527451848,1/1/2020,$53.18,,15/1/2020,$66.45,$400.45,$410.44,e-wallet
4267860415,1/2/2020,$69.92,$101.28,15/2/2020,$111.30,$394.74,$189.72,credit card
9578699491,1/3/2020,$312.27,$44.86,15/3/2020,$577.46,$15.92,$463.46,cheque
1446557674,1/4/2020,$53.18,,15/4/2020,$342.26,$170.05,$114.80,credit card
4397396937,1/5/2020,$79.42,,15/5/2020,$774.47,$415.13,$453.84,e-wallet
7548593448,1/6/2020,$388.58,$420.30,15/6/2020,$989.86,$19.73,$395.50,cheque
9936869129,1/7/2020,$323.21,,15/7/2020,$998.00,$361.62,$415.04,credit card
1660954777,1/8/2020,$331.16,,15/8/2020,$935.96,$309.55,$33.45,credit card
8437285079,1/9/2020,$317.01,$275.74,15/9/2020,$60.75,$121.02,$493.15,e-wallet
3843782438,1/10/2020,$364.25,,15/10/2020,$340.20,$292.34,$378.75,credit card
3549071440,1/11/2020,$496.30,,15/11/2020,$190.68,$25.91,$489.36,credit card
1584633241,1/12/2020,$443.78,,15/12/2020,$327.13,$400.91,$140.46,credit card
4224457589,1/1/2020,$339.04,$66.49,15/1/2020,$792.97,$400.83,$329.45,e-wallet
7881915580,1/2/2020,$478.27,,15/2/2020,$446.76,$329.55,$197.80,credit card
2511548473,1/3/2020,$401.77,,15/3/2020,$978.55,$433.36,$247.17,cheque
4550936067,1/4/2020,$425.91,,15/4/2020,$805.87,$313.09,$7.61,e-wallet
6458274316,1/5/2020,$317.02,$29.14,15/5/2020,$570.40,$261.58,$481.78,credit card
0311211271,1/6/2020,$243.55,$352.32,15/6/2020,$166.86,$210.09,$391.44,e-wallet
0406202963,1/7/2020,$183.91,$398.23,15/7/2020,$341.22,$301.95,$288.35,cheque
5028966583,1/8/2020,$411.97,$453.34,15/8/2020,$157.14,$136.48,$335.65,e-wallet
0652081458,1/9/2020,$317.15,,15/9/2020,$356.27,$330.12,$421.70,e-wallet
2653478548,1/10/2020,$363.25,,15/10/2020,$848.58,$334.76,$172.03,credit card
0389482317,1/11/2020,$119.49,$421.61,15/11/2020,$106.69,$198.27,$374.70,cheque
9432841463,1/12/2020,$239.10,$57.31,15/12/2020,$81.41,$408.00,$77.77,credit card
2887206026,1/1/2020,$343.48,,15/1/2020,$630.41,$148.37,$369.73,e-wallet
0414217310,1/2/2020,$48.66,,15/2/2020,$232.30,$393.34,$301.72,cheque
0130368014,1/3/2020,$444.82,,15/3/2020,$134.30,$415.53,$32.31,credit card
4957873139,1/4/2020,$442.06,$112.13,15/4/2020,$627.39,$69.35,$244.53,credit card
4968122528,1/5/2020,$345.29,$59.48,15/5/2020,$942.70,$338.90,$496.68,cheque
7680802258,1/6/2020,$464.81,,15/6/2020,$222.53,$159.29,$444.38,cheque
3053010500,1/7/2020,$19.40,$26.79,15/7/2020,$8.60,$247.43,$293.41,e-wallet
4731437587,1/8/2020,$154.55,,15/8/2020,$568.04,$40.14,$118.64,cheque
5831196197,1/9/2020,$421.61,$136.28,15/9/2020,$144.17,$218.04,$199.68,e-wallet
4983258431,1/10/2020,$69.01,,15/10/2020,$925.45,$431.56,$492.96,credit card
1630658399,1/11/2020,$490.90,,15/11/2020,$636.67,$209.48,$228.31,e-wallet
7451817282,1/12/2020,$181.87,$274.81,15/12/2020,$175.78,$231.76,$356.34,e-wallet
4796820918,1/1/2020,$101.55,,15/1/2020,$593.95,$207.08,$465.00,e-wallet
6973779395,1/2/2020,$197.64,,15/2/2020,$358.66,$91.13,$62.10,e-wallet
6563591054,1/3/2020,$489.78,,15/3/2020,$136.33,$390.84,$401.09,e-wallet
0964642421,1/4/2020,$421.24,$490.92,15/4/2020,$435.93,$28.70,$35.56,credit card
6311246936,1/5/2020,$441.55,$56.51,15/5/2020,$138.10,$157.49,$174.70,credit card
4936023332,1/6/2020,$476.52,,15/6/2020,$938.19,$336.17,$167.01,cheque
3453647988,1/7/2020,$137.67,,15/7/2020,$341.31,$199.88,$336.13,e-wallet
3044082676,1/8/2020,$471.32,,15/8/2020,$793.06,$113.54,$435.15,e-wallet
1669864067,1/9/2020,$346.29,,15/9/2020,$895.27,$444.19,$368.98,credit card
9857796642,1/10/2020,$158.78,,15/10/2020,$550.85,$384.60,$152.71,e-wallet
9960228662,1/11/2020,$484.73,,15/11/2020,$765.32,$58.22,$367.80,cheque
7261867431,1/12/2020,$319.69,$419.70,15/12/2020,$336.73,$386.73,$184.84,cheque
9840432576,1/1/2020,$118.34,,15/1/2020,$937.66,$356.19,$326.25,cheque
5854146395,1/2/2020,$117.00,,15/2/2020,$613.01,$313.30,$345.30,e-wallet
